Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24
Cremorne,Sloane Ranger,13 Cremorne Street,VIC,3121,2021-07-15,15/07/2021,8:25am - 9:05am,Case attended venue,2021-07-20,20/07/2021,20:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:25:00,09:05:00
Beaconsfield,Aldi Beaconsfield,53 Old Princes Highway,VIC,3807,2021-07-17,17/07/2021,1:30pm - 3:00pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:30:00,15:00:00
Berwick,Shell Coles Express Berwick,4-28 High Street,VIC,3806,2021-07-18,18/07/2021,10:30am - 10:55am,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:30:00,10:55:00
Dandenong,Budget Car & Truck Rental Dandenong,2 Lonsdale Street,VIC,3175,2021-07-18,18/07/2021,2:00pm - 2:35pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:00:00,14:35:00
Berwick,O'Shea Medical Centre,2/6 Skyline Way,VIC,3806,2021-07-18,18/07/2021,8:50am - 10:30am,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:50:00,10:30:00
Derrimut,BR International Logistics,1/169 Australis Drive,VIC,3026,2021-07-13,13/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Derrimut,BR International Logistics,1/169 Australis Drive,VIC,3026,2021-07-14,14/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Derrimut,BR International Logistics,1/169 Australis Drive,VIC,3026,2021-07-15,15/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Derrimut,BR International Logistics,1/169 Australis Drive,VIC,3026,2021-07-16,16/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Derrimut,BR International Logistics,1/169 Australis Drive,VIC,3026,2021-07-17,17/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Derrimut,BR International Logistics,1/169 Australis Drive,VIC,3026,2021-07-18,18/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Derrimut,BR International Logistics,1/169 Australis Drive,VIC,3026,2021-07-19,19/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-20,20/07/2021,17:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Blackburn,Blackburn Railway Station,Railway Road,VIC,3130,2021-07-15,15/07/2021,6:45am - 7:30am,Case took public transport from location,2021-07-20,20/07/2021,15:20:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",06:45:00,07:30:00
Public Transport,Metro Trains - Lilydale Line (Blackburn Station to Southern Cross Station),,VIC,,2021-07-15,15/07/2021,6:59am - 7:27am,Case travelled on public transport,2021-07-20,20/07/2021,15:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:59:00,07:27:00
Docklands,Southern Cross Station,Spencer Street,VIC,3008,2021-07-15,15/07/2021,7:27am - 8:00am,Case attended,2021-07-20,20/07/2021,15:20:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",07:27:00,08:00:00
Public Transport,Yarra Trams - Route 96 (Southern Cross Station Stop 122 to City Road Stop 126),,VIC,,2021-07-15,15/07/2021,7:36am - 7:45am,Case travelled on public transport,2021-07-20,20/07/2021,15:20:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,07:36:00,07:45:00
Public Transport,Yarra Trams - Route 96 (City Road 126 to Southern Cross Stop 122)        ,,VIC,,2021-07-15,15/07/2021,4:30pm - 4:42pm,Case travelled on public transport,2021-07-20,20/07/2021,15:20:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:30:00,16:42:00
Docklands,Southern Cross Station,Spencer Street,VIC,3008,2021-07-15,15/07/2021,4:42pm - 5:15pm,Case attended,2021-07-20,20/07/2021,15:20:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",16:42:00,17:15:00
Public Transport,Metro Train - Belgrave Line (Southern Cross Station to Blackburn Station),,VIC,,2021-07-15,15/07/2021,4:45pm - 5:13pm,Case travelled on public transport,2021-07-20,20/07/2021,15:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:45:00,17:13:00
Blackburn,Blackburn Railway Station,Railway Road,VIC,3130,2021-07-15,15/07/2021,5:13pm - 5:45pm,Case attended,2021-07-20,20/07/2021,15:20:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",17:13:00,17:45:00
Richmond,Cheeky Monkey Cafe,101 - 103 Swan Street,VIC,3121,2021-07-16,16/07/2021,8:10am - 8:25am,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:10:00,08:25:00
Glen Iris,Leo's Fine Food & Wine Supermarket,2 Summerhill Road,VIC,3146,2021-07-14,14/07/2021,12:33pm - 1:18pm,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:33:00,13:18:00
Carlton,Carlton Yoga Collective and SomaChi Yog,6 Argyle Place North,VIC,3053,2021-07-15,15/07/2021,6:28am - 8:00am,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:28:00,08:00:00
St Kilda,Victorian Cricket Association - General Office,Lakeside Drive,VIC,3182,2021-07-15,15/07/2021,1:40pm - 2:10pm,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:40:00,14:10:00
Box Hill South,Genesis Health & Fitness 24/7,321 Middleborough Road,VIC,3128,2021-07-14,14/07/2021,8:00am - 10:00am,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:00:00,10:00:00
Camberwell,Overhear Coffee & Food,1369 Toorak Road,VIC,3124,2021-07-14,14/07/2021,9:15am - 9:50am,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:15:00,09:50:00
Camberwell,Overhear Coffee & Food,1369 Toorak Road,VIC,3124,2021-07-15,15/07/2021,8:00am - 8:35am,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:00:00,08:35:00
Camberwell,Overhear Coffee & Food,1369 Toorak Road,VIC,3124,2021-07-16,16/07/2021,9:15am - 10:00am,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:15:00,10:00:00
Camberwell,Overhear Coffee & Food,1369 Toorak Road,VIC,3124,2021-07-17,17/07/2021,1:15pm - 1:55pm,Case attended venue,2021-07-20,20/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:15:00,13:55:00
Roxburgh Park,Coles Roxburgh Park - Roxburgh Village,250 Somerton Road,VIC,3064,2021-07-14,14/07/2021,5:30pm - 6:30pm,Case attended venue,2021-07-21,21/07/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:30:00,18:30:00
Roxburgh Park,New Star Nails - Roxburgh Village,"Shop 48, 250 Somerton Road",VIC,3064,2021-07-14,14/07/2021,4:10pm - 6:00pm,Case attended venue,2021-07-21,21/07/2021,22:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:10:00,18:00:00
